Farm_id;Time;Year;latitude;long;Severity;Severity Percent;SC1;SC2;SC3;SC4;SC5;SC6;SC7;SC8;;Av_RH2M;Sd_RH2M;Skew_RH2M;Kur_RH2M;Entr_RH2M;Av_T2MWET;Sd_T2MWET;Skew_T2MWET;Kur_T2MWET;Entr_T2MWET;Av_WD10M;Sd_WD10M;Skew_WD10M;Kur_WD10M;Entr_WD10M;Av_CLRSKY_SFC_PAR_TOT;Sd_CLRSKY_SFC_PAR_TOT;Skew_CLRSKY_SFC_PAR_TOT;Kur_CLRSKY_SFC_PAR_TOT;Entr_CLRSKY_SFC_PAR_TOT;Av_PS;Sd_PS;Skew_PS;Kur_PS;Entr_PS;Av_T2M_RANGE;Sd_T2M_RANGE;Skew_T2M_RANGE;Kur_T2M_RANGE;Entr_T2M_RANGE;Av_PRECTOTCORR;Sd_PRECTOTCORR;Skew_PRECTOTCORR;Kur_PRECTOTCORR;Entr_PRECTOTCORR;Av_ALLSKY_SFC_PAR_TOT;Sd_ALLSKY_SFC_PAR_TOT;Skew_ALLSKY_SFC_PAR_TOT;Kur_ALLSKY_SFC_PAR_TOT;Entr_ALLSKY_SFC_PAR_TOT;;;Av_WD10M;Sd_WD10M;Skew_WD10M;Kur_WD10M;Entr_WD10M;Av_PS;Sd_PS;Skew_PS;Kur_PS;Entr_PS;Av_RH2M;Sd_RH2M;Skew_RH2M;Kur_RH2M;Entr_RH2M;;;Av_WD10M;Sd_WD10M;Skew_WD10M;Kur_WD10M;Entr_WD10M;Av_RH2M;Sd_RH2M;Skew_RH2M;Kur_RH2M;Entr_RH2M;Av_PS;Sd_PS;Skew_PS;Kur_PS;Entr_PS;Av_WS10M;Sd_WS10M;Skew_WS10M;Kur_WS10M;Entr_WS10M
Farm 17;Mid;2021;30,7646;-84,3634;4;18,5;0;0,001825;0,982993;0,015183;0;0;0;0;;68,47587;11,4235753;0,73890157;2,388187;3,81545;20,817391;3,201316;-0,9062997;2,95043;3,816385;177,225435;71,7824216;-0,26949549;1,581026;3,74094;151,818478;3,7444833;-0,65544685;3,134483;3,828342;101,016304;0,3875184;-0,0897427;2,326161;3,828634;12,508261;3,1698989;-0,93293782;3,433256;3,793005;2,328261;3,9031619;1,56933439;4,157082;2,657465;127,002826;24,3340536;-1,11416492;3,512512;3,808905;;;177,225435;71,7824216;-0,26949549;1,581026;3,74094;101,016304;0,3875184;-0,0897427;2,326161;3,828634;68,47587;11,4235753;0,73890157;2,388187;3,81545;;;177,225435;71,7824216;-0,26949549;1,581026;3,74094;68,47587;11,4235753;0,73890157;2,388187;3,81545;101,016304;0,3875184;-0,0897427;2,326161;3,828634;2,671739;0,8287509;0,0140127;2,156906;3,779946
Farm 18;End;2020;30,7692;-84,3563;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Farm 18;End;2021;30,7692;-84,3563;4;18,5;0;0;1;0;0;0;0;0;;73,947105;11,8062056;-0,08434482;1,735371;4,318005;22,156974;3,0211014;-1,43708192;4,327351;4,320811;175,020658;66,0976711;-0,17331494;1,637556;4,255411;151,429737;4,2003076;-0,96788894;4,8196;4,33035;101,008816;0,3534062;-0,12384178;2,446792;4,330727;10,875658;3,480828;-0,20268791;2,210176;4,276724;4,334605;5,5283532;1,48495853;4,999534;3,566176;117,191579;27,3362833;-0,63627646;2,518285;4,301759;;;175,020658;66,0976711;-0,17331494;1,637556;4,255411;101,008816;0,3534062;-0,12384178;2,446792;4,330727;73,947105;11,8062056;-0,08434482;1,735371;4,318005;;;175,020658;66,0976711;-0,17331494;1,637556;4,255411;73,947105;11,8062056;-0,08434482;1,735371;4,318005;101,008816;0,3534062;-0,12384178;2,446792;4,330727;2,578158;0,9271069;0,67268599;3,396195;4,268399
Farm 18;End;2022;30,7692;-84,3563;6;62,5;0;0;1;0;0;0;0;0;;66,131719;11,1453227;0,2296565;3,084296;4,144886;23,16;2,6539046;-1,443331;5,111193;4,151979;173,740937;74,8924081;-0,1953293;1,832024;4,058026;151,739219;4,5422295;-0,7120036;2,752494;4,158439;100,730156;0,3174026;-0,2571824;2,420608;4,158878;12,231875;3,0169715;-0,4303148;2,843444;4,126812;3,01375;4,282482;2,0937251;7,619712;3,358292;130,105312;26,2772218;-1,9703884;7,611578;4,134066;;;173,740937;74,8924081;-0,1953293;1,832024;4,058026;100,730156;0,3174026;-0,2571824;2,420608;4,158878;66,131719;11,1453227;0,2296565;3,084296;4,144886;;;173,740937;74,8924081;-0,1953293;1,832024;4,058026;66,131719;11,1453227;0,2296565;3,084296;4,144886;100,730156;0,3174026;-0,2571824;2,420608;4,158878;2,216094;0,7507512;0,6660057;3,268857;4,103758
Farm 18;Mid;2020;30,7692;-84,3563;6;62,5;0;0,013105;0,346951;0,614111;0;0;0;0,025833;;72,558043;9,0203443;0,07620587;2,24714;3,821062;20,930652;3,4780502;-1,19457301;3,680128;3,813959;157,995652;75,6798292;0,10831853;1,900022;3,709152;152,610217;3,3228906;-0,29498591;3,257649;3,828409;100,861087;0,3006898;-0,1180206;2,608157;3,828637;11,301739;3,1880076;0,0833589;2,23492;3,788832;3,307609;5,9272985;2,29365856;7,360963;2,720832;123,449783;29,847074;-1,06963331;3,250396;3,796315;;;157,995652;75,6798292;0,10831853;1,900022;3,709152;100,861087;0,3006898;-0,1180206;2,608157;3,828637;72,558043;9,0203443;0,07620587;2,24714;3,821062;;;157,995652;75,6798292;0,10831853;1,900022;3,709152;72,558043;9,0203443;0,07620587;2,24714;3,821062;100,861087;0,3006898;-0,1180206;2,608157;3,828637;2,756304;0,8249427;0,1787216;2,099568;3,784236
Farm 18;Mid;2021;30,7692;-84,3563;4;18,5;0;0;1;0;0;0;0;0;;68,47587;11,4235753;0,73890157;2,388187;3,81545;20,817391;3,201316;-0,9062997;2,95043;3,816385;177,225435;71,7824216;-0,26949549;1,581026;3,74094;151,818478;3,7444833;-0,65544685;3,134483;3,828342;101,016304;0,3875184;-0,0897427;2,326161;3,828634;12,508261;3,1698989;-0,93293782;3,433256;3,793005;2,328261;3,9031619;1,56933439;4,157082;2,657465;127,002826;24,3340536;-1,11416492;3,512512;3,808905;;;177,225435;71,7824216;-0,26949549;1,581026;3,74094;101,016304;0,3875184;-0,0897427;2,326161;3,828634;68,47587;11,4235753;0,73890157;2,388187;3,81545;;;177,225435;71,7824216;-0,26949549;1,581026;3,74094;68,47587;11,4235753;0,73890157;2,388187;3,81545;101,016304;0,3875184;-0,0897427;2,326161;3,828634;2,671739;0,8287509;0,0140127;2,156906;3,779946
Farm 18;Mid;2022;30,7692;-84,3563;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Farm 19;End;2022;31,175;-83,68875;7;81,5;0;0,019458;0,866718;0,113824;0;0;0;0;;66,983824;10,0468768;-0,05818481;2,637002;4,208279;23,184265;2,6310178;-1,38725694;5,092746;4,212748;173,158529;75,6753908;-0,28846112;1,906291;4,113462;150,109559;4,6200538;-0,41741385;2,243465;4,219039;100,662059;0,3185113;-0,37010728;2,59289;4,219503;11,983971;2,8757307;-0,21215853;2,731484;4,189798;2,870147;3,635;1,5784032;4,809552;3,516879;128,811618;22,6311379;-0,97632096;3,185695;4,203113;;;173,158529;75,6753908;-0,28846112;1,906291;4,113462;100,662059;0,3185113;-0,37010728;2,59289;4,219503;66,983824;10,0468768;-0,05818481;2,637002;4,208279;;;173,158529;75,6753908;-0,28846112;1,906291;4,113462;66,983824;10,0468768;-0,05818481;2,637002;4,208279;100,662059;0,3185113;-0,37010728;2,59289;4,219503;2,514412;0,9284755;0,5925321;3,230487;4,153081
Farm 19;Mid;2022;31,175;-83,68875;6;62,5;0;0,006021;0,882367;0,111612;0;0;0;0;;68,905435;9,4272109;0,12988971;2,592768;3,819467;22,28913;2,6865598;-1,2167452;4,349074;3,821104;177,743913;76,0711216;-0,49905018;2,091414;3,723801;148,953696;4,8534649;-0,04123139;2,069114;3,828122;100,600652;0,3235044;-0,16885757;2,574767;3,828636;11,800652;2,8422983;-0,4072651;2,854255;3,798397;2,641957;3,6040123;1,81653596;5,620474;3,07133;126,615217;23,5723049;-0,94552361;3,151446;3,810304;;;177,743913;76,0711216;-0,49905018;2,091414;3,723801;100,600652;0,3235044;-0,16885757;2,574767;3,828636;68,905435;9,4272109;0,12988971;2,592768;3,819467;;;177,743913;76,0711216;-0,49905018;2,091414;3,723801;68,905435;9,4272109;0,12988971;2,592768;3,819467;100,600652;0,3235044;-0,16885757;2,574767;3,828636;2,586522;0,9711853;0,60789861;3,114455;3,760702
Farm 2;End;2020;31,1675347;-85,53659;7;81,5;0;0,008407;0,397311;0,459388;0,134893;0;0;0;;74,356027;9,135003;0,02038077;1,949546;4,282986;19,580411;3,9077002;-0,68295561;2,382228;4,26955;175,90863;76,9526605;0,05347618;2,056836;4,189523;147,383836;10,2368852;-1,80564021;6,905041;4,287966;100,873699;0,35535;-0,17326531;2,288677;4,290453;11,616712;3,0818546;-0,1374002;2,242203;4,254304;4,079589;10,0240712;5,45440696;38,331748;2,955649;123,933288;30,8887963;-1,2667665;4,241856;4,253945;;;175,90863;76,9526605;0,05347618;2,056836;4,189523;100,873699;0,35535;-0,17326531;2,288677;4,290453;74,356027;9,135003;0,02038077;1,949546;4,282986;;;175,90863;76,9526605;0,05347618;2,056836;4,189523;74,356027;9,135003;0,02038077;1,949546;4,282986;100,873699;0,35535;-0,17326531;2,288677;4,290453;3,483836;1,1461016;0,52047542;2,965148;4,237607
Farm 2;End;2021;31,1675347;-85,53659;5;37,5;0;0,009987;0,635617;0,354396;0;0;0;0;;76,016418;9,3399007;0,16222694;2,333392;4,197263;19,62194;3,6753376;-0,61742831;2,935847;4,186366;189,175224;71,8964591;-0,08097268;2,085935;4,128572;147,545522;7,3160635;-0,74596025;2,626159;4,203465;101,010149;0,3707343;0,07001011;2,344602;4,204686;11,172985;3,0222162;-0,30497406;2,75926;4,166166;3,247164;7,3690505;4,14782103;24,332599;2,790537;121,879552;29,6242885;-0,91517772;2,87346;4,172253;;;189,175224;71,8964591;-0,08097268;2,085935;4,128572;101,010149;0,3707343;0,07001011;2,344602;4,204686;76,016418;9,3399007;0,16222694;2,333392;4,197263;;;189,175224;71,8964591;-0,08097268;2,085935;4,128572;76,016418;9,3399007;0,16222694;2,333392;4,197263;101,010149;0,3707343;0,07001011;2,344602;4,204686;3,118507;0,9606425;1,22108631;5,667401;4,161005
Farm 2;End;2022;31,1675347;-85,53659;6;62,5;0;0,004429;0,013113;0,982459;0;0;0;0;;70,708228;10,2942484;-0,08800859;2,73757;4,358836;21,93443;3,4762623;-0,90121686;3,557172;4,356221;167,592911;70,8291771;0,06199683;2,354942;4,274281;147,93038;6,9096785;-1,05455633;4,575841;4,368351;100,883797;0,3619438;0,30866592;3,337989;4,369442;12,19519;2,7909197;-0,25887624;2,988352;4,342294;3,109241;5,3280385;2,60409911;10,000907;3,352878;124,810253;29,2520596;-1,43585933;4,733172;4,33722;;;167,592911;70,8291771;0,06199683;2,354942;4,274281;100,883797;0,3619438;0,30866592;3,337989;4,369442;70,708228;10,2942484;-0,08800859;2,73757;4,358836;;;167,592911;70,8291771;0,06199683;2,354942;4,274281;70,708228;10,2942484;-0,08800859;2,73757;4,358836;100,883797;0,3619438;0,30866592;3,337989;4,369442;2,84038;0,8518659;0,58007424;3,101602;4,325948
Farm 2;Mid;2020;31,1675347;-85,53659;5;37,5;0;0,010004;0,11187;0,619403;0,258722;0;0;0;;73,428913;9,7458623;0,201951074;1,95572;3,820054;17,553261;3,5036445;-0,338665631;2,010133;3,808428;195,452826;76,987142;-0,245264157;2,244615;3,743965;143,908913;11,0805861;-1,538952469;5,323564;3,825611;100,863478;0,4130279;-0,064345367;1,856396;3,828633;12,64087;2,9743069;-0,564433682;2,902784;3,799426;3,97913;11,7131284;5,32636605;33,036909;2,176756;124,307391;32,6528114;-1,482338194;4,756942;3,786686;;;195,452826;76,987142;-0,245264157;2,244615;3,743965;100,863478;0,4130279;-0,064345367;1,856396;3,828633;73,428913;9,7458623;0,201951074;1,95572;3,820054;;;195,452826;76,987142;-0,245264157;2,244615;3,743965;73,428913;9,7458623;0,201951074;1,95572;3,820054;100,863478;0,4130279;-0,064345367;1,856396;3,828633;3,656739;1,0594067;0,526852693;2,952465;3,788187
Farm 2;Mid;2021;31,1675347;-85,53659;5;37,5;0;0,009853;0,460856;0,506043;0,023248;0;0;0;;77,875652;8,7311818;0,27078666;2,103431;3,822528;18,17413;3,3382201;-0,59063424;2,992375;3,811191;182,527826;76,5034401;-0,00475662;1,977074;3,73706;145,304783;7,5579223;-0,39077752;1,989525;3,827308;101,070435;0,3834229;-0,06236852;2,320276;3,828634;11,252174;2,9931365;-0,39641899;2,873827;3,791328;3,241304;8,2258507;4,14965949;22,61083;2,213049;120,753043;31,9394556;-0,97141348;2,751034;3,789913;;;182,527826;76,5034401;-0,00475662;1,977074;3,73706;101,070435;0,3834229;-0,06236852;2,320276;3,828634;77,875652;8,7311818;0,27078666;2,103431;3,822528;;;182,527826;76,5034401;-0,00475662;1,977074;3,73706;77,875652;8,7311818;0,27078666;2,103431;3,822528;101,070435;0,3834229;-0,06236852;2,320276;3,828634;3,248696;1,0251756;1,21808754;5,39208;3,783215
Farm 2;Mid;2022;31,1675347;-85,53659;3;9;0;0;0;1;0;0;0;0;;72,876739;10,9570826;-0,1580289;2,470542;3,817389;19,850435;3,031944;-0,9396353;3,685673;3,816481;163,043261;66,0066496;-0,2771885;2,306354;3,73773;144,466304;6,7891107;-0,8534749;4,41934;3,827545;100,972391;0,3709638;0,362203;3,335233;3,828635;12,376957;3,1074962;-0,2897802;2,743272;3,796003;3,417391;6,528902;2,2692418;7,223071;2,580668;117,283043;33,2030266;-1,0856809;3,437548;3,782366;;;163,043261;66,0066496;-0,2771885;2,306354;3,73773;100,972391;0,3709638;0,362203;3,335233;3,828635;72,876739;10,9570826;-0,1580289;2,470542;3,817389;;;163,043261;66,0066496;-0,2771885;2,306354;3,73773;72,876739;10,9570826;-0,1580289;2,470542;3,817389;100,972391;0,3709638;0,362203;3,335233;3,828635;3,228478;0,8030856;0,4085467;3,396879;3,798469
Farm 21;End;2020;31,2073;-83,8473;5;37,5;0;0,055272;0,91609;0,028638;0;0;0;0;;75,173289;7,2356242;0,171527539;2,448832;4,32617;23,506184;2,1705428;-1,771060147;7,89771;4,326237;174,597763;73,0918297;0,004602144;2,005854;4,237947;150,255132;5,5550233;-2,570567183;13,636676;4,330035;100,743816;0,2816142;-0,061360053;2,602262;4,330729;10,354474;2,6429031;0,239177274;2,942058;4,298254;4,441842;8,0004784;3,531945879;18,634038;3,35773;123,436316;23,155468;-0,863140552;2,944245;4,312054;;;174,597763;73,0918297;0,004602144;2,005854;4,237947;100,743816;0,2816142;-0,061360053;2,602262;4,330729;75,173289;7,2356242;0,171527539;2,448832;4,32617;;;174,597763;73,0918297;0,004602144;2,005854;4,237947;75,173289;7,2356242;0,171527539;2,448832;4,32617;100,743816;0,2816142;-0,061360053;2,602262;4,330729;2,789211;0,8661713;0,492139224;2,945647;4,28352
Farm 21;Mid;2020;31,2073;-83,8473;5;37,5;0;0;1;0;0;0;0;0;;75,242826;7,5522405;0,1078988;2,496269;3,823711;22,421087;2,1397697;-1,8469415;8,201105;3,823857;158,938478;69,9930546;-0,1380905;1,851976;3,724388;150,896522;6,5328392;-2,8160817;12,829785;3,827684;100,783478;0,2813635;-0,1245843;3,273948;3,828638;10,438261;2,910458;0,3881777;2,808899;3,790694;4,241739;9,0612227;3,7637822;18,60742;2,640635;120,236739;24,6014388;-0,727318;2,619219;3,806692;;;158,938478;69,9930546;-0,1380905;1,851976;3,724388;100,783478;0,2813635;-0,1245843;3,273948;3,828638;75,242826;7,5522405;0,1078988;2,496269;3,823711;;;158,938478;69,9930546;-0,1380905;1,851976;3,724388;75,242826;7,5522405;0,1078988;2,496269;3,823711;100,783478;0,2813635;-0,1245843;3,273948;3,828638;2,88413;0,9771172;0,4001829;2,437454;3,772581
Farm 22;End;2020;31,2073;-83,8473;4;18,5;0,116241;0,014541;0,366187;0,503031;0;0;0;0;;75,173289;7,2356242;0,171527539;2,448832;4,32617;23,506184;2,1705428;-1,771060147;7,89771;4,326237;174,597763;73,0918297;0,004602144;2,005854;4,237947;150,255132;5,5550233;-2,570567183;13,636676;4,330035;100,743816;0,2816142;-0,061360053;2,602262;4,330729;10,354474;2,6429031;0,239177274;2,942058;4,298254;4,441842;8,0004784;3,531945879;18,634038;3,35773;123,436316;23,155468;-0,863140552;2,944245;4,312054;;;174,597763;73,0918297;0,004602144;2,005854;4,237947;100,743816;0,2816142;-0,061360053;2,602262;4,330729;75,173289;7,2356242;0,171527539;2,448832;4,32617;;;174,597763;73,0918297;0,004602144;2,005854;4,237947;75,173289;7,2356242;0,171527539;2,448832;4,32617;100,743816;0,2816142;-0,061360053;2,602262;4,330729;2,789211;0,8661713;0,492139224;2,945647;4,28352
Farm 22;Mid;2020;31,2073;-83,8473;7;81,5;0;0,014715;0,484523;0,500762;0;0;0;0;;75,242826;7,5522405;0,1078988;2,496269;3,823711;22,421087;2,1397697;-1,8469415;8,201105;3,823857;158,938478;69,9930546;-0,1380905;1,851976;3,724388;150,896522;6,5328392;-2,8160817;12,829785;3,827684;100,783478;0,2813635;-0,1245843;3,273948;3,828638;10,438261;2,910458;0,3881777;2,808899;3,790694;4,241739;9,0612227;3,7637822;18,60742;2,640635;120,236739;24,6014388;-0,727318;2,619219;3,806692;;;158,938478;69,9930546;-0,1380905;1,851976;3,724388;100,783478;0,2813635;-0,1245843;3,273948;3,828638;75,242826;7,5522405;0,1078988;2,496269;3,823711;;;158,938478;69,9930546;-0,1380905;1,851976;3,724388;75,242826;7,5522405;0,1078988;2,496269;3,823711;100,783478;0,2813635;-0,1245843;3,273948;3,828638;2,88413;0,9771172;0,4001829;2,437454;3,772581
Farm 3;End;2020;33,8582634;-86,3962532;6;62,5;0;0,008182;0,426741;0,565077;0;0;0;0;;77,320563;9,0661595;-0,196364357;2,030117;4,255818;22,357042;2,385537;-0,943903688;3,173536;4,256842;183,763662;67,2658854;-0,480666262;2,774856;4,186035;149,320141;5,3870473;-1,676226943;10,206533;4,262024;98,869014;0,2836454;0,001324333;2,164858;4,262676;10,763521;2,5908223;-0,323348877;2,467119;4,232567;3,15493;3,8774258;1,504959391;4,636874;3,582831;119,520423;25,8617545;-0,819297735;3,215782;4,237435;;;183,763662;67,2658854;-0,480666262;2,774856;4,186035;98,869014;0,2836454;0,001324333;2,164858;4,262676;77,320563;9,0661595;-0,196364357;2,030117;4,255818;;;183,763662;67,2658854;-0,480666262;2,774856;4,186035;77,320563;9,0661595;-0,196364357;2,030117;4,255818;98,869014;0,2836454;0,001324333;2,164858;4,262676;1,643662;0,5482315;0,76413053;3,190109;4,209942
Farm 3;End;2021;33,8582634;-86,3962532;3;9;0;0;1;0;0;0;0;0;;79,694545;7,8568995;-0,2612229;2,017297;4,002505;21,674909;2,3227154;-1,6463823;6,15216;4,001285;177,660545;70,429277;-0,1573341;2,979682;3,919073;149,164909;4,7218828;0,1712962;2,192172;4,006842;98,964545;0,3287283;-0,2409238;2,176509;4,007328;10,279818;2,9489405;0,1524788;2,675973;3,965915;5,517636;7,8510525;2,344248;9,076783;3,224854;113,438182;30,4868126;-0,7017799;2,968307;3,967611;;;177,660545;70,429277;-0,1573341;2,979682;3,919073;98,964545;0,3287283;-0,2409238;2,176509;4,007328;79,694545;7,8568995;-0,2612229;2,017297;4,002505;;;177,660545;70,429277;-0,1573341;2,979682;3,919073;79,694545;7,8568995;-0,2612229;2,017297;4,002505;98,964545;0,3287283;-0,2409238;2,176509;4,007328;1,824545;0,4666659;0,7529264;3,377287;3,976288
Farm 3;End;2022;33,8582634;-86,3962532;5;37,5;0;0,004116;0,942143;0,053741;0;0;0;0;;69,333373;7,5554006;-0,3361959;3,768716;4,412857;23,348795;2,0136706;-1,0691949;3,847954;4,415035;196,954337;58,761732;-0,4091426;2,889878;4,370388;147,681446;5,7116044;-0,6045908;2,978072;4,418095;98,876265;0,27086;-0,1208491;2,099061;4,418837;12,900361;2,4908787;0,3181001;3,670949;4,40042;3,234458;5,3439289;3,1187192;13,43114;3,549815;125,367952;20,0062303;-0,6670833;3,046617;4,405609;;;196,954337;58,761732;-0,4091426;2,889878;4,370388;98,876265;0,27086;-0,1208491;2,099061;4,418837;69,333373;7,5554006;-0,3361959;3,768716;4,412857;;;196,954337;58,761732;-0,4091426;2,889878;4,370388;69,333373;7,5554006;-0,3361959;3,768716;4,412857;98,876265;0,27086;-0,1208491;2,099061;4,418837;1,487952;0,4263565;0,2509188;2,165669;4,378047
Farm 3;Mid;2020;33,8582634;-86,3962532;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Farm 3;Mid;2021;33,8582634;-86,3962532;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Farm 3;Mid;2022;33,8582634;-86,3962532;1;1,5;0;0;0;1;0;0;0;0;;68,645;8,7018845;-0,1834701;3,356491;3,820648;22,915435;2,4297542;-0,6148212;2,56781;3,822996;199,153261;68,8294539;-0,3801527;2,392414;3,763612;150,971522;3,6414142;-0,41914;2,907945;3,828356;98,811304;0,279568;0,1481615;2,109065;3,828637;13,353478;2,5208113;0,5596746;4,225038;3,811434;3,066957;5,8302185;3,309243;13,898097;2,787651;131,17913;19,0001672;-0,787985;2,56014;3,817888;;;199,153261;68,8294539;-0,3801527;2,392414;3,763612;98,811304;0,279568;0,1481615;2,109065;3,828637;68,645;8,7018845;-0,1834701;3,356491;3,820648;;;199,153261;68,8294539;-0,3801527;2,392414;3,763612;68,645;8,7018845;-0,1834701;3,356491;3,820648;98,811304;0,279568;0,1481615;2,109065;3,828637;1,501087;0,4261154;0,3062282;2,210694;3,789233
Farm 4;End;2020;30,5031241;-88,3346104;6;62,5;0;0;0;0;0;1;0;0;;77,880366;7,9097339;-0,07713048;2,421981;4,40159;21,883171;3,5822222;-0,85060295;2,92466;4,39266;175,832561;64,6731788;0,10658404;2,410939;4,336454;148,54439;8,3334692;-2,17550001;9,119614;4,405093;101,374268;0,3650673;-0,62200248;3,627306;4,406713;6,148902;2,3024056;0,2596242;2,248345;4,336127;5,907683;12,1851322;4,42042015;26,815374;3,296891;122,809512;31,1042716;-1,06968052;3,399749;4,370282;;;175,832561;64,6731788;0,10658404;2,410939;4,336454;101,374268;0,3650673;-0,62200248;3,627306;4,406713;77,880366;7,9097339;-0,07713048;2,421981;4,40159;;;175,832561;64,6731788;0,10658404;2,410939;4,336454;77,880366;7,9097339;-0,07713048;2,421981;4,40159;101,374268;0,3650673;-0,62200248;3,627306;4,406713;3,94378;1,5340358;1,76062235;8,321241;4,340254
Farm 4;End;2021;30,5031241;-88,3346104;6;62,5;0;0,008065;0;0;0,725853;0,266082;0;0;;81,703026;6,7695934;-0,48437872;2,881951;4,327289;22,187237;3,3835956;-0,96829927;3,472887;4,318499;163;57,4200658;0,38384646;3,012563;4,268185;147,484079;6,7934959;-0,832674;2,894354;4,329672;101,485921;0,3266647;-0,03259287;2,786891;4,330728;5,442895;2,1030998;0,40539939;2,431086;4,256675;7,382237;12,5748443;3,21449231;16,837997;3,376607;116,110658;33,3516762;-0,97851872;2,968729;4,283621;;;163;57,4200658;0,38384646;3,012563;4,268185;101,485921;0,3266647;-0,03259287;2,786891;4,330728;81,703026;6,7695934;-0,48437872;2,881951;4,327289;;;163;57,4200658;0,38384646;3,012563;4,268185;81,703026;6,7695934;-0,48437872;2,881951;4,327289;101,485921;0,3266647;-0,03259287;2,786891;4,330728;3,940921;1,3630507;1,2241294;4,904506;4,275997
Farm 4;End;2022;30,5031241;-88,3346104;1;1,5;0;0;0;0;0;0;0;0;;78,605797;7,0255214;-0,2357074;2,505461;4,230129;22,465072;3,3110162;-1,2907158;4,970661;4,222469;172,08029;55,3477534;0,2801458;2,693831;4,182004;145,006667;7,0231911;-0,5613507;3,404387;4,232939;101,35087;0,344984;0,4330907;3,293703;4,234101;6,327826;1,9238334;0,536373;2,750741;4,189303;4,483333;7,7688673;2,5616902;9,690256;3,229214;125,979855;22,1293208;-1,0723451;3,758059;4,217547;;;172,08029;55,3477534;0,2801458;2,693831;4,182004;101,35087;0,344984;0,4330907;3,293703;4,234101;78,605797;7,0255214;-0,2357074;2,505461;4,230129;;;172,08029;55,3477534;0,2801458;2,693831;4,182004;78,605797;7,0255214;-0,2357074;2,505461;4,230129;101,35087;0,344984;0,4330907;3,293703;4,234101;3,632609;1,1505225;0,317054;2,26247;4,184556
Farm 4;Mid;2020;30,5031241;-88,3346104;5;37,5;0;0;0;0;0;1;0;0;;77,645217;8,7594337;-0,061270472;2,341009;3,822371;19,672174;3,245472;-0,49757818;2,45126;3,814798;176,281739;69,0327781;0,040652644;2,349406;3,748325;147,206957;7,5999076;-2,181483458;9,144954;3,827283;101,373478;0,3958014;-0,073451749;2,027684;3,828634;6,928261;2,268764;0,006041805;2,278662;3,773896;4,085652;6,3857681;1,647269473;4,226072;2,862017;124,466087;30,5985582;-1,231785784;3,754564;3,79428;;;176,281739;69,0327781;0,040652644;2,349406;3,748325;101,373478;0,3958014;-0,073451749;2,027684;3,828634;77,645217;8,7594337;-0,061270472;2,341009;3,822371;;;176,281739;69,0327781;0,040652644;2,349406;3,748325;77,645217;8,7594337;-0,061270472;2,341009;3,822371;101,373478;0,3958014;-0,073451749;2,027684;3,828634;4,146304;1,1371511;0,093117002;2,404933;3,790969
