Farm id,Time,Year,Severity,Rel,Abs,State,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,shannon_diversity,Av_T2M,Av_T2MDEW,Av_T2MWET,Av_TS,Av_T2M_RANGE,Av_QV2M,Av_RH2M,Av_PRECTOTCORR,Av_CLRSKY_SFC_PAR_TOT,Av_ALLSKY_SFC_PAR_TOT,Av_PS,Av_WS10M,Av_WD10M,Av_ALLSKY_SFC_LW_DWN,Sd_T2M,Sd_T2MDEW,Sd_T2MWET,Sd_TS,Sd_T2M_RANGE,Sd_QV2M,Sd_RH2M,Sd_PRECTOTCORR,Sd_CLRSKY_SFC_PAR_TOT,Sd_ALLSKY_SFC_PAR_TOT,Sd_PS,Sd_WS10M,Sd_WD10M,Sd_ALLSKY_SFC_LW_DWN,Skew_T2M,Skew_T2MDEW,Skew_T2MWET,Skew_TS,Skew_T2M_RANGE,Skew_QV2M,Skew_RH2M,Skew_PRECTOTCORR,Skew_CLRSKY_SFC_PAR_TOT,Skew_ALLSKY_SFC_PAR_TOT,Skew_PS,Skew_WS10M,Skew_WD10M,Skew_ALLSKY_SFC_LW_DWN,Kur_T2M,Kur_T2MDEW,Kur_T2MWET,Kur_TS,Kur_T2M_RANGE,Kur_QV2M,Kur_RH2M,Kur_PRECTOTCORR,Kur_CLRSKY_SFC_PAR_TOT,Kur_ALLSKY_SFC_PAR_TOT,Kur_PS,Kur_WS10M,Kur_WD10M,Kur_ALLSKY_SFC_LW_DWN,Entr_T2M,Entr_T2MDEW,Entr_T2MWET,Entr_TS,Entr_T2M_RANGE,Entr_QV2M,Entr_RH2M,Entr_PRECTOTCORR,Entr_CLRSKY_SFC_PAR_TOT,Entr_ALLSKY_SFC_PAR_TOT,Entr_PS,Entr_WS10M,Entr_WD10M,Entr_ALLSKY_SFC_LW_DWN,Commercial/small scale
Farm 8,End,2020,0,0.00024,0.000099,South Carolina,0,0,0,0,0,0,0,0,0,22.586234,17.85,20.217922,24.107792,6.576364,13.088701,75.97961,4.112078,146.436753,119.243117,101.53013,5.258571,187.97961,374.875065,3.051789,4.4418989,3.6946399,3.1023389,2.0300589,3.2887793,8.3727148,7.3953231,7.9210463,29.1913934,0.4134053,1.5595712,67.672203,34.9328561,-0.25803632,-0.78349323,-0.58561536,0.08770097,0.08791509,-0.41490527,-0.87509129,3.18079496,-1.01036363,-1.03179867,-0.32473673,0.49029241,-0.28825964,-0.50965144,2.109073,2.650556,2.408986,1.788448,2.320941,2.176083,2.652537,14.577856,3.242007,3.172656,3.381913,2.967251,2.637874,2.183705,4.334631,4.310129,4.326481,4.335624,4.295327,4.310708,4.337585,3.310133,4.342333,4.310382,4.343797,4.300808,4.272365,4.339438,Small
Farm 8,Mid,2021,2,0.08118,0.0385605,South Carolina,0,0,0,1,0,0,0,0,0,21.084565,14.821957,17.953261,22.612609,7.493043,10.759348,69.733261,1.90087,141.827826,122.401522,101.598913,5.312609,189.805435,356.244348,2.4230171,4.1064668,3.132346,2.1383996,2.3360278,2.5896275,10.3656032,6.0933183,7.903708,30.1675379,0.521307,1.3189902,68.4354995,28.377609,-0.6613687,-0.915324,-0.91506241,-0.14713999,0.72710855,-0.1805443,-0.30293859,4.67435518,-0.02755482,-1.26434371,0.21592383,-0.06302897,-0.39690812,-0.10686782,4.078262,4.256611,4.667068,2.148585,2.793232,2.900221,2.64699,26.431125,2.166546,4.178943,2.478396,2.389303,2.217676,2.422925,3.821952,3.783653,3.812474,3.824233,3.782873,3.798956,3.817559,1.870017,3.82712,3.793655,3.828629,3.797561,3.75765,3.825521,Small
Farm 8,End,2021,3,0.08541,0.0555165,South Carolina,0,0,0,1,0,0,0,0,0,23.242857,17.258831,20.251558,24.983636,6.876494,12.652727,71.078182,2.922857,145.175714,122.376234,101.603117,5.228182,184.799221,375.596494,3.3973402,4.6524626,3.9073282,3.4466368,2.3553789,3.3980233,9.59331,6.4349706,7.8116323,28.0221041,0.4970711,1.3317595,62.9200257,34.0569609,-0.31276595,-0.76792244,-0.6099643,-0.06468812,0.50434789,-0.128726,-0.3225615,3.38211383,-0.52238191,-1.05531983,0.11612417,0.53564809,-0.37041441,-0.40947958,2.558127,3.632922,3.230267,1.906171,3.090695,2.253809,2.746513,15.569918,2.477398,3.804533,2.447783,3.646123,2.337461,2.189201,4.332991,4.302261,4.324201,4.334327,4.285991,4.306618,4.334603,2.970735,4.342362,4.314395,4.343794,4.312159,4.280632,4.339685,Small
Farm 9,Mid,2020,5,0.8117,0.446435,South Carolina,0,0,1,0,0,0,0,0,0,20.629348,15.39913,18.013913,21.883261,7.475217,11.192391,73.7,3.66087,142.696522,124.934348,101.47,5.573913,199.516957,352.898261,2.3179171,4.1064415,3.1704633,1.8910421,1.8560936,2.7744975,9.2178416,8.8469462,8.392788,27.621066,0.4988253,1.5777417,66.908384,28.5889854,-0.08495186,-0.42802544,-0.31291021,0.50266812,-0.14644716,-0.16124854,-0.49597469,3.10299491,-0.54205785,-1.5852245,-0.01414524,0.67084415,-0.26682914,-0.17215589,1.969016,1.993231,1.977569,2.343909,2.170098,1.7896,1.892891,12.367662,2.11367,5.155239,2.502298,2.870144,2.286926,1.940129,3.822421,3.79154,3.813047,3.825031,3.797382,3.797588,3.820793,2.235615,3.826929,3.800361,3.82863,3.790615,3.768864,3.82541,Small
Farm 9,End,2020,6,0.85125,0.41392031,South Carolina,0,0.002019,0.991122,0.006859,0,0,0,0,0.258767717,22.407067,17.663467,20.034933,23.8924,6.618667,12.9512,75.9516,3.985867,145.914133,118.489867,101.522133,5.32,187.7432,373.4576,3.0595892,4.4945981,3.727179,3.0771906,2.068506,3.331998,8.4617737,7.4702252,8.0976502,29.3257192,0.4185764,1.5224749,68.4505395,35.4410152,-0.17183168,-0.68261565,-0.48684268,0.15813204,0.04154985,-0.31774515,-0.85988607,3.21479954,-0.9285509,-0.98814532,-0.26737747,0.56343861,-0.27796515,-0.41257404,2.073526,2.485749,2.290732,1.828831,2.223446,2.076027,2.598864,14.600548,2.993177,3.072328,3.283234,2.987071,2.584594,2.06223,4.308157,4.282558,4.299641,4.30932,4.267591,4.283068,4.311134,3.224965,4.31594,4.28344,4.31748,4.277819,4.244281,4.312973,Small
Farm 9,Mid,2021,3,0.503,0.21126,South Carolina,0,0.00728,0.93737,0.05535,0,0,0,0,0.710449664,21.084565,14.821957,17.953261,22.612609,7.493043,10.759348,69.733261,1.90087,141.827826,122.401522,101.598913,5.312609,189.805435,356.244348,2.4230171,4.1064668,3.132346,2.1383996,2.3360278,2.5896275,10.3656032,6.0933183,7.903708,30.1675379,0.521307,1.3189902,68.4354995,28.377609,-0.6613687,-0.915324,-0.91506241,-0.14713999,0.72710855,-0.1805443,-0.30293859,4.67435518,-0.02755482,-1.26434371,0.21592383,-0.06302897,-0.39690812,-0.10686782,4.078262,4.256611,4.667068,2.148585,2.793232,2.900221,2.64699,26.431125,2.166546,4.178943,2.478396,2.389303,2.217676,2.422925,3.821952,3.783653,3.812474,3.824233,3.782873,3.798956,3.817559,1.870017,3.82712,3.793655,3.828629,3.797561,3.75765,3.825521,Small
Farm 9,End,2021,5,0.5736,0.42303,South Carolina,0,0.002216,0.961781,0.036003,0,0,0,0,0.561188244,23.340125,17.381625,20.361375,25.093125,6.79975,12.746,71.2035,2.913875,145.547125,122.165125,101.606875,5.262375,183.3755,376.583,3.3691435,4.6297517,3.8809515,3.4317522,2.3578391,3.391101,9.5849405,6.3354033,7.9007401,28.7915655,0.4922734,1.3332859,63.5013294,33.8869204,-0.3778422,-0.7978583,-0.659455,-0.127548,0.5193986,-0.1665996,-0.3334175,3.4140224,-0.5447027,-1.0596168,0.1016519,0.483046,-0.3633653,-0.4546383,2.59603,3.677759,3.285883,1.910173,3.123047,2.247748,2.706012,15.956304,2.479697,3.650352,2.459035,3.496112,2.299046,2.235761,4.371444,4.341404,4.362837,4.372681,4.322807,4.345408,4.372865,3.035725,4.380556,4.350779,4.382015,4.350593,4.316597,4.377962,Small
Farm 9,Mid,2022,5,0.80958,0.4897959,South Carolina,0,0.003241,0.978816,0.017944,0,0,0,0,0.42655349,21.85413,15.598913,18.726522,24.000652,7.637826,11.397391,69.963043,1.650652,141.700652,124.653043,101.60413,5.239565,168.334783,361.241739,3.216246,4.5901964,3.774434,3.099502,2.1456829,2.981712,10.1815912,3.3290008,7.3827921,24.5952362,0.5319506,1.3112792,71.5040033,28.8433483,-0.56792037,-0.84453512,-0.84309613,-0.09585366,0.91601957,-0.46141004,0.0428263,2.35539812,-0.17370011,-1.13010127,-0.01514157,0.56351581,-0.3985306,-0.59184352,3.780094,2.756957,3.339215,3.009156,4.134478,2.116142,1.984028,7.408115,2.819168,3.383307,3.223593,2.788716,2.360137,2.41287,3.817584,3.780153,3.807058,3.820379,3.791504,3.792826,3.818233,2.518616,3.827308,3.807638,3.828628,3.798646,3.725044,3.825466,Small
Farm 9,End,2022,7,0.02494,0.0086043,South Carolina,0,0.010573,0.818733,0.170694,0,0,0,0,0.979918416,23.708028,17.765915,20.736761,25.899296,6.929155,13.097324,71.367324,2.475493,144.370282,125.147606,101.53169,5.077746,170.155493,377.409577,3.686956,4.7865566,4.1303309,3.7448213,2.2604739,3.4171216,9.1256666,3.9974534,7.478382,22.4767413,0.4948159,1.2529601,66.3103255,32.650285,-0.6653312,-1.0729489,-0.9568353,-0.2798621,0.6961591,-0.5988602,-0.1833453,2.1164135,-0.509555,-1.0715122,0.1845002,0.5286468,-0.4098052,-0.7056883,3.197192,3.412091,3.464997,2.425315,3.737779,2.486583,2.262731,7.158319,2.745058,3.48695,3.147893,3.049925,2.491172,2.723156,4.250158,4.221029,4.241264,4.252139,4.211305,4.226139,4.254506,3.289941,4.261344,4.245368,4.262668,4.233121,4.176174,4.258902,Small
Farm 10,Mid,2020,6,0.65258,0.30508115,South Carolina,0,0.005817,0.51093,0.483252,0,0,0,0,1.100439532,20.629348,15.39913,18.013913,21.883261,7.475217,11.192391,73.7,3.66087,142.696522,124.934348,101.47,5.573913,199.516957,352.898261,2.3179171,4.1064415,3.1704633,1.8910421,1.8560936,2.7744975,9.2178416,8.8469462,8.392788,27.621066,0.4988253,1.5777417,66.908384,28.5889854,-0.08495186,-0.42802544,-0.31291021,0.50266812,-0.14644716,-0.16124854,-0.49597469,3.10299491,-0.54205785,-1.5852245,-0.01414524,0.67084415,-0.26682914,-0.17215589,1.969016,1.993231,1.977569,2.343909,2.170098,1.7896,1.892891,12.367662,2.11367,5.155239,2.502298,2.870144,2.286926,1.940129,3.822421,3.79154,3.813047,3.825031,3.797382,3.797588,3.820793,2.235615,3.826929,3.800361,3.82863,3.790615,3.768864,3.82541,Commercial
Farm 10,End,2020,6,0.68927,0.30930991,South Carolina,0,0.005365,0.47378,0.520855,0,0,0,0,1.099209647,22.407067,17.663467,20.034933,23.8924,6.618667,12.9512,75.9516,3.985867,145.914133,118.489867,101.522133,5.32,187.7432,373.4576,3.0595892,4.4945981,3.727179,3.0771906,2.068506,3.331998,8.4617737,7.4702252,8.0976502,29.3257192,0.4185764,1.5224749,68.4505395,35.4410152,-0.17183168,-0.68261565,-0.48684268,0.15813204,0.04154985,-0.31774515,-0.85988607,3.21479954,-0.9285509,-0.98814532,-0.26737747,0.56343861,-0.27796515,-0.41257404,2.073526,2.485749,2.290732,1.828831,2.223446,2.076027,2.598864,14.600548,2.993177,3.072328,3.283234,2.987071,2.584594,2.06223,4.308157,4.282558,4.299641,4.30932,4.267591,4.283068,4.311134,3.224965,4.31594,4.28344,4.31748,4.277819,4.244281,4.312973,Commercial
Farm 10,Mid,2021,4,0.55085,0.22722563,South Carolina,0,0,0,1,0,0,0,0,0,24.623261,18.53913,21.582391,26.632609,6.633261,13.61087,70.835435,3.264783,149.076087,126.27913,101.743696,5.056087,170.988913,386.523478,2.7180058,4.2511263,3.3636536,2.521455,2.3412096,3.3082005,9.830104,5.3552598,5.1976629,26.132216,0.5053727,1.1920784,67.1353265,29.9683408,-0.69449381,-0.7807033,-0.83661635,-0.30766005,0.30790499,-0.4433274,-0.03508364,2.42861842,-0.43974358,-0.99476111,-0.04376206,0.08209099,-0.16271063,-0.79087098,3.036309,2.616962,2.727413,2.388133,2.946783,2.107776,1.985465,9.997971,2.370991,3.508357,2.260427,2.595472,2.040513,2.469759,3.82249,3.80064,3.816095,3.824199,3.766281,3.797995,3.819145,2.814934,3.828044,3.805516,3.828629,3.800989,3.746718,3.825634,Commercial
Farm 10,End,2021,3,0.39325,0.24037406,South Carolina,0,0.003098,0.455047,0.522948,0,0,0,0.018908,1.127676804,25.622895,20.060526,22.8425,27.502632,5.885526,14.877763,72.960658,4.156842,149.881184,124.956579,101.740921,5.034342,169.815395,396.365789,2.4886917,3.9408564,3.1119122,2.3064405,2.1642473,3.1626245,8.9244811,7.8911524,4.6815795,26.6017229,0.4527668,1.4451753,61.9118845,27.0701172,-1.30183534,-1.28079802,-1.37240969,-0.90584065,0.75541148,-0.94493127,-0.54505546,4.17851071,-0.59725321,-1.0189877,-0.09599661,0.89912851,-0.18661484,-1.32633298,4.283219,3.804277,4.092322,3.220836,3.529296,2.846597,2.28176,24.790512,2.854643,3.274133,2.440884,4.368812,2.133857,3.883911,4.325847,4.309453,4.320864,4.327162,4.266007,4.306312,4.323142,3.321532,4.330249,4.305977,4.330724,4.291684,4.259801,4.328355,Commercial
Farm 10,Mid,2022,5,0.72707,0.30627824,South Carolina,0,0.002119,0.05971,0.938171,0,0,0,0,0.686768257,21.85413,15.598913,18.726522,24.000652,7.637826,11.397391,69.963043,1.650652,141.700652,124.653043,101.60413,5.239565,168.334783,361.241739,3.216246,4.5901964,3.774434,3.099502,2.1456829,2.981712,10.1815912,3.3290008,7.3827921,24.5952362,0.5319506,1.3112792,71.5040033,28.8433483,-0.56792037,-0.84453512,-0.84309613,-0.09585366,0.91601957,-0.46141004,0.0428263,2.35539812,-0.17370011,-1.13010127,-0.01514157,0.56351581,-0.3985306,-0.59184352,3.780094,2.756957,3.339215,3.009156,4.134478,2.116142,1.984028,7.408115,2.819168,3.383307,3.223593,2.788716,2.360137,2.41287,3.817584,3.780153,3.807058,3.820379,3.791504,3.792826,3.818233,2.518616,3.827308,3.807638,3.828628,3.798646,3.725044,3.825466,Commercial
Farm 11-1,End,2022,4,0.66106,0.17765988,South Carolina,0,0.00772,0.906555,0.007388,0,0.078336,0,0,0.845075865,26.178913,18.830978,22.504348,26.674783,12.175109,14.113913,68.042826,3.249891,149.083261,121.680652,98.624022,2.167609,193.359891,398.055109,2.4450558,3.1948675,2.4713734,2.5857332,2.6719896,2.4834945,9.5383684,5.4150664,5.4520366,25.1816837,0.3099275,0.7237211,68.0682875,23.6478106,-0.58591989,-1.43927479,-0.88558048,-0.55358437,0.12286165,-0.88435091,-0.58537552,3.51790502,-0.1925321,-0.88830503,-0.04419495,0.43921045,-0.46268763,-1.46024436,2.409181,5.379416,3.195133,2.384094,3.62733,3.603234,4.324519,18.665144,2.609075,3.511145,2.244157,2.470957,2.524634,5.008209,4.51738,4.505843,4.515588,4.51704,4.497461,4.505313,4.511646,3.656794,4.521125,4.498564,4.521784,4.467075,4.452393,4.519987,Commercial
Farm 11-2,End,2022,3,0.00784,0.0048216,South Carolina,0,0,0,0,0,1,0,0,0,26.178913,18.830978,22.504348,26.674783,12.175109,14.113913,68.042826,3.249891,149.083261,121.680652,98.624022,2.167609,193.359891,398.055109,2.4450558,3.1948675,2.4713734,2.5857332,2.6719896,2.4834945,9.5383684,5.4150664,5.4520366,25.1816837,0.3099275,0.7237211,68.0682875,23.6478106,-0.58591989,-1.43927479,-0.88558048,-0.55358437,0.12286165,-0.88435091,-0.58537552,3.51790502,-0.1925321,-0.88830503,-0.04419495,0.43921045,-0.46268763,-1.46024436,2.409181,5.379416,3.195133,2.384094,3.62733,3.603234,4.324519,18.665144,2.609075,3.511145,2.244157,2.470957,2.524634,5.008209,4.51738,4.505843,4.515588,4.51704,4.497461,4.505313,4.511646,3.656794,4.521125,4.498564,4.521784,4.467075,4.452393,4.519987,Commercial
Farm 12,End,2022,6,0.52133,0.19224044,South Carolina,0,0,0,0,0,1,0,0,0,26.526739,18.919565,22.722826,27.045543,12.420761,14.139348,67.382717,3.019565,148.532609,121.488261,99.26413,2.070435,186.237065,395.708043,2.2482981,3.4513947,2.5403263,2.3084976,2.8201497,2.6649907,9.5266969,4.7356624,5.4597659,24.4199309,0.318082,0.6615349,65.3099636,24.3036466,-0.50423211,-1.37142743,-0.98008304,-0.47498737,0.08311246,-0.85966305,-0.60873265,2.48843223,-0.40945972,-1.1488296,-0.04258885,0.46666339,-0.61038211,-1.52829996,2.40549,4.838528,3.352083,2.385911,2.547336,3.331897,3.629823,10.180238,3.941482,4.630487,2.227904,2.632902,2.663343,5.07957,4.518175,4.503293,4.515332,4.518126,4.495873,4.502822,4.511481,3.620152,4.521116,4.499323,4.521783,4.471818,4.451232,4.519858,Commercial
Farm 13,End,2022,7,0.39455,0.11984456,South Carolina,0,0.026349,0.973651,0,0,0,0,0,0.45213254,26.526739,18.919565,22.722826,27.045543,12.420761,14.139348,67.382717,3.019565,148.464783,120.365761,99.26413,2.070435,186.237065,401.540978,2.2482981,3.4513947,2.5403263,2.3084976,2.8201497,2.6649907,9.5266969,4.7356624,5.3089173,25.5328746,0.318082,0.6615349,65.3099636,22.1848441,-0.50423211,-1.37142743,-0.98008304,-0.47498737,0.08311246,-0.85966305,-0.60873265,2.48843223,-0.44289237,-0.82646341,-0.04258885,0.46666339,-0.61038211,-1.66141552,2.40549,4.838528,3.352083,2.385911,2.547336,3.331897,3.629823,10.180238,4.080094,3.094445,2.227904,2.632902,2.663343,5.727728,4.518175,4.503293,4.515332,4.518126,4.495873,4.502822,4.511481,3.620152,4.521152,4.497545,4.521783,4.471818,4.451232,4.520228,Commercial
Farm 14,Mid,2020,6,0.69801,0.37867043,South Carolina,0.017665,0.024969,0.269527,0.626158,0,0,0,0.061681,1.147790522,24.923043,20.343043,22.631522,25.031739,9.743913,15.358478,77.913913,2.674348,150.446957,122.976522,98.577174,2.100217,190.547174,404.975652,3.0932585,2.269689,2.5695127,3.1685519,2.1252153,2.0023996,7.0946401,2.8060266,3.5506625,25.260526,0.3177677,0.8326197,83.3353149,16.6483858,-1.20501452,-1.4713889,-1.58396358,-1.07060109,-0.64859883,-1.24979483,0.01156992,1.11146598,-0.1862214,-1.08288274,0.26699927,1.12446813,-0.6372997,-1.23000399,4.667486,4.562494,5.276001,4.441459,3.084471,3.826876,1.847258,3.114439,2.289036,3.632661,2.234579,3.930641,2.18886,4.342252,3.820625,3.822154,3.821875,3.820341,3.803527,3.819772,3.824577,3.312473,3.828369,3.805726,3.828636,3.757725,3.715384,3.8278,Commercial
Farm 15,Mid,2020,7,0.82453,0.39886639,South Carolina,0.033801,0.291307,0.410928,0.085138,0,0,0,0.178826,1.199426653,24.923043,20.343043,22.631522,25.031739,9.743913,15.358478,77.913913,2.674348,150.446957,122.976522,98.577174,2.100217,190.547174,404.975652,3.0932585,2.269689,2.5695127,3.1685519,2.1252153,2.0023996,7.0946401,2.8060266,3.5506625,25.260526,0.3177677,0.8326197,83.3353149,16.6483858,-1.20501452,-1.4713889,-1.58396358,-1.07060109,-0.64859883,-1.24979483,0.01156992,1.11146598,-0.1862214,-1.08288274,0.26699927,1.12446813,-0.6372997,-1.23000399,4.667486,4.562494,5.276001,4.441459,3.084471,3.826876,1.847258,3.114439,2.289036,3.632661,2.234579,3.930641,2.18886,4.342252,3.820625,3.822154,3.821875,3.820341,3.803527,3.819772,3.824577,3.312473,3.828369,3.805726,3.828636,3.757725,3.715384,3.8278,Commercial
Farm 16,Mid,2020,6,0.79036,0.4801437,South Carolina,0.028101,0.016732,0.775458,0.104585,0,0,0,0.075124,1.066247709,24.923043,20.343043,22.631522,25.031739,9.743913,15.358478,77.913913,2.674348,150.446957,122.976522,98.577174,2.100217,190.547174,404.975652,3.0932585,2.269689,2.5695127,3.1685519,2.1252153,2.0023996,7.0946401,2.8060266,3.5506625,25.260526,0.3177677,0.8326197,83.3353149,16.6483858,-1.20501452,-1.4713889,-1.58396358,-1.07060109,-0.64859883,-1.24979483,0.01156992,1.11146598,-0.1862214,-1.08288274,0.26699927,1.12446813,-0.6372997,-1.23000399,4.667486,4.562494,5.276001,4.441459,3.084471,3.826876,1.847258,3.114439,2.289036,3.632661,2.234579,3.930641,2.18886,4.342252,3.820625,3.822154,3.821875,3.820341,3.803527,3.819772,3.824577,3.312473,3.828369,3.805726,3.828636,3.757725,3.715384,3.8278,Commercial
Farm 17,Mid,2020,8,0.77384,0.4130371,Georgia,0,0.003271,0.918267,0.078462,0,0,0,0,0.766665914,23.878913,17.98087,20.930652,24.213043,11.301739,13.236522,72.558043,3.307609,152.610217,123.449783,100.861087,2.756304,157.995652,389.881087,2.827166,4.3139535,3.4780502,2.9056029,3.1880076,3.1646325,9.0203443,5.9272985,3.3228906,29.847074,0.3006898,0.8249427,75.6798292,33.1406865,-1.08653284,-1.06903038,-1.19457301,-1.11066774,0.0833589,-0.60594,0.07620587,2.29365856,-0.29498591,-1.06963331,-0.1180206,0.1787216,0.10831853,-1.12394159,3.492946,3.432745,3.680128,3.643466,2.23492,2.643101,2.24714,7.360963,3.257649,3.250396,2.608157,2.099568,1.900022,3.511918,3.821429,3.796742,3.813959,3.821216,3.788832,3.798454,3.821062,2.720832,3.828409,3.796315,3.828637,3.784236,3.709152,3.824979,Small
Farm 17,Mid,2021,4,0.42432,0.222768,Georgia,0,0.001825,0.982993,0.015183,0,0,0,0,0.373136832,24.373478,17.26587,20.817391,24.706087,12.508261,12.566739,68.47587,2.328261,151.818478,127.002826,101.016304,2.671739,177.225435,386.578696,3.3484074,3.7074829,3.201316,3.5348434,3.1698989,2.8703821,11.4235753,3.9031619,3.7444833,24.3340536,0.3875184,0.8287509,71.7824216,27.5157091,-0.84125219,-0.35505402,-0.9062997,-0.7753508,-0.93293782,0.03748515,0.73890157,1.56933439,-0.65544685,-1.11416492,-0.0897427,0.0140127,-0.26949549,-1.08685637,2.934355,2.511322,2.95043,2.741034,3.433256,2.227172,2.388187,4.157082,3.134483,3.512512,2.326161,2.156906,1.581026,3.422146,3.818959,3.805013,3.816385,3.818154,3.793005,3.802679,3.81545,2.657465,3.828342,3.808905,3.828634,3.779946,3.74094,3.826092,Small
Farm 17,End,2021,4,0.37618,0.27743275,Georgia,0,0.003707,0.910785,0.085508,0,0,0,0,0.791513138,25.021974,19.295789,22.156974,25.265789,10.875658,14.28,73.947105,4.334605,151.429737,117.191579,101.008816,2.578158,175.020658,397.834868,2.7952069,3.8737487,3.0211014,2.9123069,3.480828,3.1387361,11.8062056,5.5283532,4.2003076,27.3362833,0.3534062,0.9271069,66.0976711,25.9047131,-1.39575115,-0.88978728,-1.43708192,-1.28245318,-0.20268791,-0.60387328,-0.08434482,1.48495853,-0.96788894,-0.63627646,-0.12384178,0.67268599,-0.17331494,-1.54453766,4.750716,2.844884,4.327351,4.430825,2.210176,2.159438,1.735371,4.999534,4.8196,2.518285,2.446792,3.396195,1.637556,4.90389,4.324184,4.309164,4.320811,4.32378,4.276724,4.305323,4.318005,3.566176,4.33035,4.301759,4.330727,4.268399,4.255411,4.328564,Small
Farm 17-W,Winter,2020,4,0.72563,0.33016165,Georgia,0,0.002064,0.963274,0.034661,0,0,0,0,0.550244385,25.323404,21.485745,23.405106,25.42766,8.534468,16.231915,81.308511,7.201702,126.705106,86.665532,100.698511,2.850638,153.838298,409.345745,3.1725866,3.0235875,2.8841786,3.3514177,2.8937946,2.675511,9.2583558,16.9028204,8.9187099,33.2388046,0.2855047,1.1441503,79.1743826,20.3232652,-1.0927802,-1.5079254,-1.7240908,-1.0662035,0.1176953,-1.1615818,-0.6941345,5.2468873,-0.3899532,-0.6436425,0.1425228,1.065898,0.3219126,-2.9283139,3.605533,4.866625,5.065935,3.65886,2.153124,3.805242,2.694437,32.733744,2.122262,2.27429,3.864629,3.850804,1.867227,13.697089,3.842036,3.839578,3.842079,3.841147,3.792081,3.835719,3.843597,2.6789,3.847697,3.765396,3.850144,3.776888,3.717649,3.848876,Small
Farm 18,Mid,2020,6,0.71257,0.35361286,Georgia,0,0.013105,0.346951,0.614111,0,0,0,0.025833,1.138056649,23.878913,17.98087,20.930652,24.213043,11.301739,13.236522,72.558043,3.307609,152.610217,123.449783,100.861087,2.756304,157.995652,389.881087,2.827166,4.3139535,3.4780502,2.9056029,3.1880076,3.1646325,9.0203443,5.9272985,3.3228906,29.847074,0.3006898,0.8249427,75.6798292,33.1406865,-1.08653284,-1.06903038,-1.19457301,-1.11066774,0.0833589,-0.60594,0.07620587,2.29365856,-0.29498591,-1.06963331,-0.1180206,0.1787216,0.10831853,-1.12394159,3.492946,3.432745,3.680128,3.643466,2.23492,2.643101,2.24714,7.360963,3.257649,3.250396,2.608157,2.099568,1.900022,3.511918,3.821429,3.796742,3.813959,3.821216,3.788832,3.798454,3.821062,2.720832,3.828409,3.796315,3.828637,3.784236,3.709152,3.824979,Small
Farm 18,Mid,2021,4,0.42822,0.3104595,Georgia,0,0,1,0,0,0,0,0,0,24.373478,17.26587,20.817391,24.706087,12.508261,12.566739,68.47587,2.328261,151.818478,127.002826,101.016304,2.671739,177.225435,386.578696,3.3484074,3.7074829,3.201316,3.5348434,3.1698989,2.8703821,11.4235753,3.9031619,3.7444833,24.3340536,0.3875184,0.8287509,71.7824216,27.5157091,-0.84125219,-0.35505402,-0.9062997,-0.7753508,-0.93293782,0.03748515,0.73890157,1.56933439,-0.65544685,-1.11416492,-0.0897427,0.0140127,-0.26949549,-1.08685637,2.934355,2.511322,2.95043,2.741034,3.433256,2.227172,2.388187,4.157082,3.134483,3.512512,2.326161,2.156906,1.581026,3.422146,3.818959,3.805013,3.816385,3.818154,3.793005,3.802679,3.81545,2.657465,3.828342,3.808905,3.828634,3.779946,3.74094,3.826092,Small
Farm 18,End,2021,4,0.4134,0.2945475,Georgia,0,0,1,0,0,0,0,0,0,25.021974,19.295789,22.156974,25.265789,10.875658,14.28,73.947105,4.334605,151.429737,117.191579,101.008816,2.578158,175.020658,397.834868,2.7952069,3.8737487,3.0211014,2.9123069,3.480828,3.1387361,11.8062056,5.5283532,4.2003076,27.3362833,0.3534062,0.9271069,66.0976711,25.9047131,-1.39575115,-0.88978728,-1.43708192,-1.28245318,-0.20268791,-0.60387328,-0.08434482,1.48495853,-0.96788894,-0.63627646,-0.12384178,0.67268599,-0.17331494,-1.54453766,4.750716,2.844884,4.327351,4.430825,2.210176,2.159438,1.735371,4.999534,4.8196,2.518285,2.446792,3.396195,1.637556,4.90389,4.324184,4.309164,4.320811,4.32378,4.276724,4.305323,4.318005,3.566176,4.33035,4.301759,4.330727,4.268399,4.255411,4.328564,Small
Farm 18,End,2022,6,0.59314,0.26246445,Georgia,0,0,1,0,0,0,0,0,0,27.158594,19.161094,23.16,27.732813,12.231875,14.128125,66.131719,3.01375,151.739219,130.105312,100.730156,2.216094,173.740937,400.171406,2.8730863,3.3190141,2.6539046,3.0295851,3.0169715,2.5985612,11.1453227,4.282482,4.5422295,26.2772218,0.3174026,0.7507512,74.8924081,22.0367214,-0.4575438,-1.2702131,-1.443331,-0.3708961,-0.4303148,-0.8103578,0.2296565,2.0937251,-0.7120036,-1.9703884,-0.2571824,0.6660057,-0.1953293,-1.3638279,2.70907,4.614479,5.111193,2.514762,2.843444,3.27163,3.084296,7.619712,2.752494,7.611578,2.420608,3.268857,1.832024,4.625714,4.153257,4.142559,4.151979,4.1529,4.126812,4.141014,4.144886,3.358292,4.158439,4.134066,4.158878,4.103758,4.058026,4.15735,Small
